[       5 points] regret_avg: 0.3354 | regret_pref: 0.0000 | reward_optimal: 0.4739 | reward_pref: 0.1385 | reward_npref: -0.0249
[    1950 points] regret_avg: 240.1027 | regret_pref: 118.0000 | reward_optimal: 367.6038 | reward_pref: 127.5012 | reward_npref: -8.8024
[    1955 points] regret_avg: 242.5690 | regret_pref: 118.0000 | reward_optimal: 367.5037 | reward_pref: 124.9347 | reward_npref: -11.5405
[    1960 points] regret_avg: 243.3945 | regret_pref: 118.0000 | reward_optimal: 367.1679 | reward_pref: 123.7734 | reward_npref: -14.6814
[    1965 points] regret_avg: 243.4744 | regret_pref: 119.0000 | reward_optimal: 367.2918 | reward_pref: 123.8174 | reward_npref: -14.6342
[    1970 points] regret_avg: 243.4744 | regret_pref: 119.0000 | reward_optimal: 367.3206 | reward_pref: 123.8462 | reward_npref: -15.0521
[    1975 points] regret_avg: 243.5425 | regret_pref: 120.0000 | reward_optimal: 367.6008 | reward_pref: 124.0583 | reward_npref: -14.8230
[    1980 points] regret_avg: 244.3141 | regret_pref: 120.0000 | reward_optimal: 367.5429 | reward_pref: 123.2288 | reward_npref: -16.1168
[    1985 points] regret_avg: 245.8388 | regret_pref: 120.0000 | reward_optimal: 367.3538 | reward_pref: 121.5149 | reward_npref: -18.5712
[    1990 points] regret_avg: 245.9604 | regret_pref: 120.0000 | reward_optimal: 367.8427 | reward_pref: 121.8823 | reward_npref: -18.4149
[    1995 points] regret_avg: 247.6303 | regret_pref: 121.0000 | reward_optimal: 372.3049 | reward_pref: 124.6746 | reward_npref: -15.3446
[    2000 points] regret_avg: 248.1489 | regret_pref: 121.0000 | reward_optimal: 375.0781 | reward_pref: 126.9292 | reward_npref: -14.1252
