[       5 points] regret_avg: 0.3354 | regret_pref: 0.0000 | reward_optimal: 0.4739 | reward_pref: 0.1385 | reward_npref: -0.0249
[    1950 points] regret_avg: 112.4242 | regret_pref: 126.0000 | reward_optimal: 172.2014 | reward_pref: 59.7772 | reward_npref: 26.0317
[    1955 points] regret_avg: 113.1741 | regret_pref: 126.0000 | reward_optimal: 172.6635 | reward_pref: 59.4894 | reward_npref: 25.7206
[    1960 points] regret_avg: 113.5328 | regret_pref: 126.0000 | reward_optimal: 173.0057 | reward_pref: 59.4728 | reward_npref: 25.3777
[    1965 points] regret_avg: 113.8411 | regret_pref: 127.0000 | reward_optimal: 173.4718 | reward_pref: 59.6307 | reward_npref: 25.6121
[    1970 points] regret_avg: 113.8411 | regret_pref: 127.0000 | reward_optimal: 173.9094 | reward_pref: 60.0683 | reward_npref: 25.5940
[    1975 points] regret_avg: 114.1758 | regret_pref: 128.0000 | reward_optimal: 174.3019 | reward_pref: 60.1261 | reward_npref: 25.6521
[    1980 points] regret_avg: 114.4899 | regret_pref: 128.0000 | reward_optimal: 174.5410 | reward_pref: 60.0511 | reward_npref: 25.5101
[    1985 points] regret_avg: 115.0452 | regret_pref: 128.0000 | reward_optimal: 174.9483 | reward_pref: 59.9031 | reward_npref: 25.2531
[    1990 points] regret_avg: 115.1375 | regret_pref: 128.0000 | reward_optimal: 175.0974 | reward_pref: 59.9599 | reward_npref: 25.3008
[    1995 points] regret_avg: 115.3258 | regret_pref: 129.0000 | reward_optimal: 175.6693 | reward_pref: 60.3436 | reward_npref: 25.7146
[    2000 points] regret_avg: 115.4437 | regret_pref: 129.0000 | reward_optimal: 176.0934 | reward_pref: 60.6497 | reward_npref: 25.9203
